created_at,date,hours,project,description,rate,consultant
2019-01-10 10:00:00,2019-01-04,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-01-04,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-01-07,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-01-07,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-01-07,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-01-08,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-08,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-10,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-10,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-10,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-10,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-11,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-01-11,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-01-08,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-01-09,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-01-10,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-01-10,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-01-10,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-01-10,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-01-11,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-01-11,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-01-14,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-01-14,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-01-14,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-01-08,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-01-09,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-01-10,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-01-10,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-01-10,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-01-10,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-01-11,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-01-11,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-01-14,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-01-14,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-01-14,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-01-08,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-09,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-10,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-10,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-10,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-10,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-11,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-01-11,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-01-14,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-01-14,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-01-14,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-01-08,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-09,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-10,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-10,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-10,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-10,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-11,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-01-11,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-01-14,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-01-14,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-01-14,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-01-15,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-15,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-17,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-17,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-17,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-17,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-18,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-01-18,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-01-15,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-01-16,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-01-17,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-01-17,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-01-17,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-01-17,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-01-18,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-01-18,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-01-21,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-01-21,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-01-21,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-01-15,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-01-16,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-01-17,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-01-17,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-01-17,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-01-17,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-01-18,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-01-18,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-01-21,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-01-21,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-01-21,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-01-15,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-16,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-17,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-17,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-17,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-17,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-18,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-01-18,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-01-21,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-01-21,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-01-21,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-01-15,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-16,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-17,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-17,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-17,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-17,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-18,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-01-18,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-01-21,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-01-21,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-01-21,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-01-22,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-22,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-24,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-24,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-24,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-24,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-25,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-01-25,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-01-22,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-01-23,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-01-24,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-01-24,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-01-24,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-01-24,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-01-25,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-01-25,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-01-28,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-01-28,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-01-28,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-01-22,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-01-23,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-01-24,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-01-24,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-01-24,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-01-24,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-01-25,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-01-25,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-01-28,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-01-28,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-01-28,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-01-22,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-23,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-24,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-24,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-24,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-24,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-25,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-01-25,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-01-28,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-01-28,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-01-28,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-01-22,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-23,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-24,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-24,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-24,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-24,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-25,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-01-25,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-01-28,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-01-28,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-01-28,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-01-29,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-29,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-31,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-31,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-31,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-31,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-02-01,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-02-01,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-01-29,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-01-30,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-01-31,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-01-31,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-01-31,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-01-31,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-02-01,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-02-01,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-02-04,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-02-04,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-02-04,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-01-29,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-01-30,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-01-31,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-01-31,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-01-31,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-01-31,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-02-01,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-02-01,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-02-04,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-02-04,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-02-04,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-01-29,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-30,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-31,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-31,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-31,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-01-31,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-02-01,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-02-01,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-02-04,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-02-04,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-02-04,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-01-29,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-30,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-31,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-31,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-31,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-01-31,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-02-01,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-02-01,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-02-04,3,_Sick Day,,Sick Day,Stanislav Valasek
2019-01-10 10:00:00,2019-02-04,3,_Personal Day,,Personal Day,Stanislav Valasek
2019-01-10 10:00:00,2019-02-04,2,_Unpaid Leave,,Unpaid Leave,Stanislav Valasek
2019-01-10 10:00:00,2019-02-05,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-02-05,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-02-07,4,_Training,Core concepts,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-02-07,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-02-07,3,_Travel Time,Commute to Toronto,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-02-07,3,_Project management,Publish rules for project controbutors,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-02-08,4,_Sick,,Sick,Stanislav Valasek
2019-01-10 10:00:00,2019-02-08,4,_Vacation,,Vacation,Stanislav Valasek
2019-01-10 10:00:00,2019-02-05,6,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-02-06,13,Vue,Updates of all Vue.js documentation examples using typescript,Standard,Evan You
2019-01-10 10:00:00,2019-02-07,4,_Training,Core concepts,Standard,Evan You
2019-01-10 10:00:00,2019-02-07,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Evan You
2019-01-10 10:00:00,2019-02-07,3,_Travel Time,Commute to Toronto,Standard,Evan You
2019-01-10 10:00:00,2019-02-07,3,_Project management,Publish rules for project controbutors,Standard,Evan You
2019-01-10 10:00:00,2019-02-08,4,_Sick,,Sick,Evan You
2019-01-10 10:00:00,2019-02-08,4,_Vacation,,Vacation,Evan You
2019-01-10 10:00:00,2019-02-11,3,_Sick Day,,Sick Day,Evan You
2019-01-10 10:00:00,2019-02-11,3,_Personal Day,,Personal Day,Evan You
2019-01-10 10:00:00,2019-02-11,2,_Unpaid Leave,,Unpaid Leave,Evan You
2019-01-10 10:00:00,2019-02-05,6,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-02-06,13,Vuetify,Vuetify mobile polishing,Standard,John Leider
2019-01-10 10:00:00,2019-02-07,4,_Training,Core concepts,Standard,John Leider
2019-01-10 10:00:00,2019-02-07,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,John Leider
2019-01-10 10:00:00,2019-02-07,3,_Travel Time,Commute to Toronto,Standard,John Leider
2019-01-10 10:00:00,2019-02-07,3,_Project management,Publish rules for project controbutors,Standard,John Leider
2019-01-10 10:00:00,2019-02-08,4,_Sick,,Sick,John Leider
2019-01-10 10:00:00,2019-02-08,4,_Vacation,,Vacation,John Leider
2019-01-10 10:00:00,2019-02-11,3,_Sick Day,,Sick Day,John Leider
2019-01-10 10:00:00,2019-02-11,3,_Personal Day,,Personal Day,John Leider
2019-01-10 10:00:00,2019-02-11,2,_Unpaid Leave,,Unpaid Leave,John Leider
2019-01-10 10:00:00,2019-02-05,6,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-02-06,13,Google,Merge of community packages into Go standard library,Standard,Russ Cox
2019-01-10 10:00:00,2019-02-07,4,_Training,Core concepts,Standard,Russ Cox
2019-01-10 10:00:00,2019-02-07,2,_Marketing and Sales,Demo materials for Toronto conference,Standard,Russ Cox
2019-01-10 10:00:00,2019-02-07,3,_Travel Time,Commute to Toronto,Standard,Russ Cox
2019-01-10 10:00:00,2019-02-07,3,_Project management,Publish rules for project controbutors,Standard,Russ Cox
2019-01-10 10:00:00,2019-02-08,4,_Sick,,Sick,Russ Cox
2019-01-10 10:00:00,2019-02-08,4,_Vacation,,Vacation,Russ Cox
2019-01-10 10:00:00,2019-02-11,3,_Sick Day,,Sick Day,Russ Cox
2019-01-10 10:00:00,2019-02-11,3,_Personal Day,,Personal Day,Russ Cox
2019-01-10 10:00:00,2019-02-11,2,_Unpaid Leave,,Unpaid Leave,Russ Cox
2019-01-10 10:00:00,2019-02-05,6,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
2019-01-10 10:00:00,2019-02-06,13,Spotify,Identify and document team delivery best practicies,Standard,Stanislav Valasek
